,Ticker,Industry,Ratio
690,BRKL,Financial Services,Information not available
691,BRKR,Healthcare,18.665031487914188
692,BRLI,Financial Services,Information not available
693,BRLIR,Industry information not found,Information not available
694,BRLIU,Financial Services,Information not available
695,BRLIW,Industry information not found,Information not available
696,BRLT,Consumer Cyclical,6.234521766561514
697,BRNS,Healthcare,0.32798624393461157
698,BRNY,Industry information not found,Information not available
699,BROG,Energy,8.136430694834722
700,BROGW,Energy,Information not available
701,BRP,Financial Services,27.386211518111864
702,BRSH,Consumer Defensive,-0.20219248796542472
703,BRSHW,Industry information not found,Information not available
704,BRTX,Healthcare,0.17798862237840937
705,BRY,Energy,4.9180833829415995
706,BRZE,Technology,-35.00229767231226
707,BSBK,Financial Services,Information not available
708,BSCN,Industry information not found,Information not available
709,BSCO,Industry information not found,Information not available
710,BSCP,Industry information not found,Information not available
711,BSCQ,Industry information not found,Information not available
712,BSCR,Industry information not found,Information not available
713,BSCS,Industry information not found,Information not available
714,BSCT,Industry information not found,Information not available
715,BSCU,Industry information not found,Information not available
716,BSCV,Industry information not found,Information not available
717,BSCW,Industry information not found,Information not available
718,BSCX,Industry information not found,Information not available
719,BSET,Consumer Cyclical,11.01337080405933
720,BSFC,Consumer Defensive,-0.9216352321775738
721,BSGM,Healthcare,-0.9840576710816777
722,BSJN,Industry information not found,Information not available
723,BSJO,Industry information not found,Information not available
724,BSJP,Industry information not found,Information not available
725,BSJQ,Industry information not found,Information not available
726,BSJR,Industry information not found,Information not available
727,BSJS,Industry information not found,Information not available
728,BSJT,Industry information not found,Information not available
729,BSJU,Industry information not found,Information not available
730,BSJV,Industry information not found,Information not available
731,BSMN,Industry information not found,Information not available
732,BSMO,Industry information not found,Information not available
733,BSMP,Industry information not found,Information not available
734,BSMQ,Industry information not found,Information not available
735,BSMR,Industry information not found,Information not available
736,BSMS,Industry information not found,Information not available
737,BSMT,Industry information not found,Information not available
738,BSMU,Industry information not found,Information not available
739,BSMV,Industry information not found,Information not available
740,BSMW,Industry information not found,Information not available
741,BSRR,Financial Services,Information not available
742,BSSX,Industry information not found,Information not available
743,BSVN,Financial Services,Information not available
744,BSVO,Industry information not found,Information not available
745,BSY,Technology,57.93570170164981
746,BTAI,Healthcare,-0.5175424359407313
747,BTBD,Consumer Cyclical,-17.691053061098792
748,BTBDW,Industry information not found,Information not available
749,BTBT,Financial Services,-22.544205937935438
750,BTCS,Financial Services,-6.877746757545276
751,BTCT,Consumer Defensive,0.7327478830253727
752,BTCTW,Consumer Defensive,Information not available
753,BTCY,Healthcare,-2.6945182536978076
754,BTDR,Technology,39.96301354073064
755,BTEC,Industry information not found,Information not available
756,BTF,Industry information not found,Information not available
757,BTM,Financial Services,1.3287851928893206
758,BTMD,Healthcare,13.73980252827678
759,BTMWW,Industry information not found,Information not available
760,BTOG,Financial Services,-3.3742285367816787
761,BTTX,Healthcare,-0.6377735047129391
762,BUFC,Industry information not found,Information not available
763,BUG,Industry information not found,Information not available
764,BUJA,Financial Services,Information not available
765,BUJAR,Industry information not found,Information not available
766,BUJAU,Financial Services,Information not available
767,BUJAW,Financial Services,Information not available
768,BULD,Industry information not found,Information not available
769,BUSE,Financial Services,Information not available
770,BVFL,Financial Services,Information not available
771,BVS,Healthcare,15.538150268783598
772,BWAQ,Financial Services,Information not available
773,BWAQR,Industry information not found,Information not available
774,BWAQU,Financial Services,Information not available
775,BWAQW,Financial Services,Information not available
776,BWAY,Healthcare,-17.834170657986515
777,BWB,Financial Services,Information not available
778,BWBBP,Financial Services,Information not available
779,BWEN,Industrials,6.045092362071615
780,BWFG,Financial Services,Information not available
781,BWMN,Industrials,28.65753035095647
782,BWMX,Consumer Cyclical,2.3551079400514245
783,BWV,Healthcare,-0.725558264177903
784,BYFC,Financial Services,Information not available
785,BYND,Consumer Defensive,-7.688996650134621
786,BYNO,Financial Services,Information not available
787,BYNOU,Financial Services,Information not available
788,BYNOW,Financial Services,Information not available
789,BYOB,Industry information not found,Information not available
790,BYRN,Industrials,-18.50895264336146
791,BYSI,Healthcare,-0.2084637230794174
792,BYTS,Financial Services,Information not available
793,BYTSU,Financial Services,Information not available
794,BYTSW,Financial Services,Information not available
795,BYU,Basic Materials,-0.9952831592981142
796,BZ,Industrials,5.632826191479296
797,BZFD,Communication Services,-10.336647056132486
798,BZFDW,Communication Services,Information not available
799,BZUN,Consumer Cyclical,49.22993507572819
800,CAAS,Consumer Cyclical,1.2287377700020188
801,CABA,Healthcare,-9.725288331726134
802,CAC,Financial Services,Information not available
803,CACC,Financial Services,Information not available
804,CACG,Industry information not found,Information not available
805,CACO,Industrials,0.7993984665765849
806,CADL,Healthcare,-0.40486242873432154
807,CAFG,Industry information not found,Information not available
808,CAKE,Consumer Cyclical,14.4693414862312
809,CALB,Financial Services,Information not available
810,CALC,Healthcare,-0.1912604202047649
811,CALM,Consumer Defensive,2.3388106971984843
812,CALT,Healthcare,-3.041121951158147
813,CALY,Industry information not found,Information not available
814,CAMP,Technology,19.538524783992724
815,CAMT,Technology,36.33391503444677
816,CAN,Technology,-12.695356383834897
817,CANC,Industry information not found,Information not available
818,CAPR,Healthcare,-3.4098951937068884
819,CAPT,Industry information not found,Information not available
820,CAPTW,Industry information not found,Information not available
821,CAR,Industrials,9.861990225678577
822,CARA,Healthcare,0.04878543978258876
823,CARE,Financial Services,Information not available
824,CARG,Consumer Cyclical,19.002204675324677
825,CARM,Healthcare,-0.2652426143825531
826,CART,Consumer Cyclical,-2.4945340447906523
827,CARV,Financial Services,Information not available
828,CARZ,Industry information not found,Information not available
829,CASA,Technology,-3.964747583335104
830,CASH,Financial Services,Information not available
831,CASI,Healthcare,-3.3019261216989118
832,CASS,Industrials,3.4974544685351665
833,CASY,Consumer Cyclical,11.661836372538286
834,CATC,Financial Services,Information not available
835,CATH,Industry information not found,Information not available
836,CATY,Financial Services,Information not available
837,CAUD,Technology,Information not available
838,CBAN,Financial Services,Information not available
839,CBAT,Industrials,28.17359328455691
840,CBAY,Healthcare,-25.52229264001564
841,CBFV,Financial Services,Information not available
842,CBNK,Financial Services,Information not available
843,CBRG,Financial Services,Information not available
844,CBRGU,Industry information not found,Information not available
845,CBRL,Consumer Cyclical,12.812342044291661
846,CBSH,Financial Services,Information not available
847,CBUS,Healthcare,-18.39300488859157
848,CCAP,Financial Services,Information not available
849,CCB,Financial Services,Information not available
850,CCBG,Financial Services,Information not available
851,CCCC,Healthcare,-0.921882458709743
852,CCCS,Technology,49.312154774399104
853,CCD,Financial Services,Information not available
854,CCEP,Consumer Defensive,13.82817220165928
855,CCG,Communication Services,-34.62796695388274
856,CCGWW,Communication Services,Information not available
857,CCLD,Healthcare,1.9831409019126163
858,CCLDO,Healthcare,5.812854886822249
859,CCLDP,Healthcare,6.676281452886471
860,CCLP,Energy,7.211017853838293
861,CCNE,Financial Services,Information not available
862,CCNEP,Financial Services,Information not available
863,CCOI,Communication Services,32.676769323377606
864,CCRN,Healthcare,4.320748063480349
865,CCSI,Technology,6.910858605488932
866,CCSO,Industry information not found,Information not available
867,CCTS,Financial Services,Information not available
868,CCTSU,Financial Services,Information not available
869,CCTSW,Financial Services,Information not available
870,CD,Technology,5.025387527946191
871,CDAQ,Financial Services,Information not available
872,CDAQU,Financial Services,Information not available
873,CDAQW,Industry information not found,Information not available
874,CDC,Industry information not found,Information not available
875,CDIO,Healthcare,-3.5641318102885897
876,CDIOW,Healthcare,Information not available
877,CDL,Industry information not found,Information not available
878,CDLX,Communication Services,-9.316700791907408
879,CDMO,Healthcare,-1003.9312095808383
880,CDNA,Healthcare,-4.004693652035759
881,CDNS,Technology,58.15809087568293
882,CDRO,Consumer Cyclical,-2.363187946612407
883,CDROW,Industry information not found,Information not available
884,CDT,Healthcare,Information not available
885,CDTTW,Healthcare,Information not available
886,CDTX,Healthcare,-0.6531440699442473
887,CDW,Technology,17.488783920015337
888,CDXC,Healthcare,-13.460683566132092
889,CDXS,Healthcare,-1.5377266177361795
890,CDZI,Utilities,-13.76723620171896
891,CDZIP,Utilities,-49.23994449622036
892,CEAD,Industrials,2.7796196313322996
893,CEADW,Industrials,Information not available
894,CECO,Industrials,17.535461625184286
895,CEFA,Industry information not found,Information not available
896,CEG,Utilities,10.568575558679981
897,CELC,Healthcare,-4.505847127312126
898,CELH,Consumer Defensive,67.2042380818182
899,CELU,Healthcare,-0.8795801749271137
900,CELUW,Healthcare,Information not available
901,CELZ,Healthcare,0.5624737770409161
902,CENN,Consumer Cyclical,-0.5343650040436764
903,CENT,Consumer Defensive,10.739324188359545
904,CENTA,Consumer Defensive,9.843475634765
905,CENX,Basic Materials,29.74208
906,CERE,Healthcare,-17.595744022493847
907,CERS,Healthcare,-9.948762229084299
908,CERT,Healthcare,32.168996540462075
909,CETU,Financial Services,Information not available
910,CETUR,Industry information not found,Information not available
911,CETUU,Financial Services,Information not available
912,CETUW,Industry information not found,Information not available
913,CETX,Technology,-4.6150037556248416
914,CETXP,Technology,-3.6754550711152074
915,CETY,Industrials,-36.20039701746901
916,CEVA,Technology,-30.696491376701967
917,CFA,Industry information not found,Information not available
918,CFB,Financial Services,Information not available
919,CFBK,Financial Services,Information not available
920,CFFI,Financial Services,Information not available
921,CFFN,Financial Services,Information not available
922,CFFS,Financial Services,Information not available
923,CFFSU,Financial Services,Information not available
924,CFFSW,Financial Services,Information not available
925,CFLT,Technology,-14.280670006859841
926,CFO,Industry information not found,Information not available
927,CFSB,Financial Services,Information not available
928,CG,Financial Services,Information not available
